speech,emotion
부모님 아직 모르셔. 너무 기대를 하시더라고. 그래서 말씀 못 드렸어.,Sadness
아무것도 안 하면 기분이 더 가라앉는 것 같아. 취미를 한 번 찾아볼게.,Sadness
그냥 집 앞에 학교 걷고 있어.,Sadness
며칠 전에 토해놓은 것도 관리하시는 분이 치우셨대. 그런데 어떻게 또 치워달라고 해.,Sadness
"사설로 운영되는 곳이 굉장히 많고, 그래서 경영난이 많대.",Angry
술 드시고 오시다가 계단에서 넘어지셨대.,Sadness
사귀면서 싸운 적이 한 번도 없었어. 그런데 갑자기 권태기가 왔다고 잠깐 떨어져 있자고 했거든? 나중에 보니까 여자친구가 생긴 거 같아.,Sadness
냉장고 안에 조금 있는 반찬으로 2주를 버텨야 해!,Sadness
걱정해줘서 고마워. 산책 한 번 해볼게.,Sadness
요즘 허리가 아파서 병원 가봤더니 디스크 증상이 조금 나타난대.,Sadness
나 요즘 허리가 아픈 것 같아.,Sadness
나 내일 약속 있는데 그대로 나가도 될까?,Fear
괜히 매일 우울한 기분이 들어.	,Sadness
전화를 해봤는데 합격자 명단에 없대.,Sadness
"으, 화장실에 누가 토하고 안치웠어.",Disgust
고등학교 동창이었어. 고등학교 때만 해도 정말 착하고 깔끔한 아이였거든.,Angry
응. 오늘도 회사에서 혼났어.,Sadness
친구가 약속 시간이 지났는데 아직도 안 오고 있어!,Angry
오늘도 회사 상사한테 엄청 혼났어.	,Sadness
며칠 전부터 시름시름 앓더라고. 그러더니 어제 끝내 눈을 감았어.,Sadness
그저께 저녁에 갑자기 의식을 잃어서 동물병원 응급실로 데려갔어. 의식도 찾고 밥도 먹으면서 나아지는 것 같았는데 결국 세상을 떠났어.,Sadness
아무것도 안 하면 기분이 더 가라 앉더라고 취미로 한번 찾아볼게.	,Sadness
해피가 이 세상에 없다고 생각하니까 너무 슬퍼서 매일 울곤 해.,Sadness
그럴까? 그러기 위해서는 더 열심히 일을 해야겠지. 또 많이 배우고.,Sadness
누구긴 팀장님이지.	,Angry
하고있는 일에 진도가 잘 나가지지 않으니까 일하고 싶은 마음이 사라졌어. 무기력한 날이 점점 늘어가고 있어.,Sadness
두 달 지났는데도 아직도 많이 힘들어.,Sadness
어 진짜 너밖에 없어. 고마워.,Happiness
처음부터 이러진 않았어. 하지만 최근들어서 몇번씩 늦긴 했어.,Angry
가족들도 모두 포기 상태야. 대화가 안되거든.,Sadness
"나 내일 약속이 있는데, 그대로 가도 될까?",Fear
약속 장소가 감염병 확진자가 확인된 강남 지역이라서 너무 걱정돼.,Fear
잘 되가고 있다고 생각한 프로젝트가 갑자기 진도가 안나가서 그런가.,Sadness
통장에 2만 원 남았어 그건 교통비 밖에 안 돼.	,Sadness
유기견 다큐멘터리 봤는데 책임감 없는 사람들 정말 너무하더라. ,Angry
집에 들어가서 먹어야 되겠지 그때 말씀드릴려고.,Sadness
알았어 해피랑 산책하는 시간도 좀 갖고 마음의 여유를 좀 가져 볼게.	,Neutral
3년 전에 친구 소개로 만나게 되었어. ,Sadness
그래야겠지. 올해만 벌써 다섯 번째인데.,Sadness
나 요즘 허리가 아픈 것 같아.,Sadness
친구들과 소개팅으로 만났어.,Sadness
친구가 소개 시켜줘서 만나게 되었어 그땐 정말 좋았어.	,Sadness
가족들도 너무 어려워서 부탁을 할 수가 없어.,Sadness
나 결국 헤어졌어. ,Sadness
어제 저녁에 정말 무서웠어.	,Fear
"유기견 다큐멘터리를 봤는데, 책임감 없는 사람들이 너무 많더라.",Angry
내가 가계부를 잘못 써서 오바가 됐어.,Sadness
응. 앉아서 하는 일이 많아서. 그래서 아픈가봐.,Sadness
강남역인데 그곳에서 확진자가 나왔대!,Fear
컨디션이 괜찮은 날이 별로 없고 진행하고 있는 프로젝트가 잘 풀리지 않아서 기분이 우울해.,Sadness
다른 회사에 갈 준비를 해야하는데 자꾸 떨어지니까 자신이 없어.,Sadness
모르겠어. 정말 누군지 아침부터 짜증 나.,Angry
"같이 보증금을 합해서 들어왔기 때문에, 따로 살려면 내가 보증금을 빼줘야 해.",Sadness
그러게. 지금 하는 일만 끝나면 바람 좀 쐬려고.,Sadness
이 기획안만 잘 마무리 시키면 쉬는 시간은 주겠대.,Sadness
쉬면서 하는게 효율적이긴 할 것 같아.,Sadness
전혀 괜찮지 않아. 15년을 같이 지내왔던 아이잖아. ,Sadness
갑자기 해피가 세상을 떠나서 가족들도 나도 모두 힘들고 슬퍼하고 있어.,Sadness
오늘부터 해피랑 산책하러 많이 시간을 가질게!,Happiness
내가 집에 들어왔을 때 나를 항상 반겨주던 해피가 집에 없으니까 그 빈자리가 너무 크게 느껴져. 해피가 너무 보고 싶어.,Sadness
해피가 어제 세상을 떠났어.,Sadness
너무 스트레스 받아서 이제는 너무 지쳐!,Sadness
너의 말대로 취미 시간을 가져보면 무기력한 마음과 우울한 마음이 사라질 수 있을까?,Sadness
응. 빨리 정리가 됐음 좋겠다.,Sadness
요새 감염병 때문에 시끄럽다는 거를 친구도 알고 있기 때문에 내일 약속을 어떻게 할지 이야기 나눠 봐야겠어.,Neutral
회사 안에 내 마음을 털어놓고 이야기할 사람이 없어서 스트레스를 풀 수가 없어.,Sadness
회사에서 또 전화 왔어.,Angry
그러게. 비교적 안전한 장소로 옮겨서 보자고 해야겠다.,Fear
감염병 때문에 전국적으로 난리가 나서 나도 약속을 미루고 싶어. 하지만 친구가 어떻게 생각할 지 모르겠어.,Fear
아무것도 안 하고 가만히 있으면 또 일 생각이 나는데. 아이디어가 떠오르는 게 아니라 그냥 답답하면서 계속 스트레스만 받는 것 같애.,Sadness
집에 반찬이 조금 남아있긴 해. 한 일주일은 버틸 수 있을 것 같애.,Sadness
요즘 들어 유기견이 점점 늘어나고있대. 거기에 따라 수용소도 많이 힘들고.,Sadness
나 매일 우울한 기분이 들어.,Sadness
어제 저녁에 친구랑 식당에서 밥을 먹는데 갑자기 지진이 일어났어 그래서 엄청 놀랐어 나는 다친 데는 없어.	,Fear
3년 내내 한 번도 싸운 적이 없었어. 정말 나한테 잘 맞춰줬거든.,Sadness
아직 말씀 못 드렸어 말씀드리기가 너무 죄송해서.	,Sadness
맞아 앉아서 일하는 일이니깐 허리에 무리가 오는 것 같애.,Sadness
성격은 안 맞았지만 그래도 서로 좋아하는 마음이 커서 괜찮았던 거 같았는데.	,Sadness
주 5일은 드시는 것 같애.,Sadness
평소에 싸우거나 서로 마음이 안 맞은 적이 한 번도 없었어 그래서 헤어진게 이해가 안 돼.	,Sadness
나 내일 약속이 있는데 그대로 나가도 될까?,Fear
나는 문제라고 생각하지 못 했던 걸 여자친구는 문제라고 생각했던 것 같아.,Sadness
갑자기 일어난 지진 때문에 엄청 놀랐지만 다행히 다친 곳은 아무 데도 없어.,Fear
맞아. 최근에 점점 늘어나고 있는 상황이고. 이거를 빨리 해결해야돼.,Sadness
응 지금 생활비가 아예 뚝 떨어진 상태야.,Sadness
요즘 일이 바빠서 병원에는 못 갔어.	,Sadness
지난 번에도 한 번 미뤘던 약속이라 다시 미루긴 좀 그래.,Fear
취미 생활을 가져보면 나의 무기력한 마음이 조금 사라질 수 있겠지?,Sadness
아니야. 입맛이 떨어져서 물도 마시기 싫어.,Disgust
나 결국에 남자친구랑 헤어졌어.,Sadness
그러게. 요즘 일을 너무 많이 하니까 오히려 잘 안 되는 것 같기도 해.,Sadness
한 시간이 넘었어. 아니 어떻게 이럴 수가 있어?,Angry
그렇게 말해 줘서 고마워.	,Sadness
아직 장례까지는 생각을 못 해 봤어 차근차근 준비해야 되겠지.	,Sadness
몸과 마음을 잘 추스려야 하는데 갑자기 해피가 생각날때면 너무 슬퍼서 눈물이 나.,Sadness
나 잘하는 게 없나 봐.,Sadness
약속이 있어서 친구를 기다리는데 아직도 안 왔어.	,Angry
"의식을 잃고 쓰러져서 응급실에 데려갔더니, 일어나는 듯 싶더니 결국은 떠났어.",Sadness
친한 동료가 하나 있긴 한데 그래도 똑같아.,Sadness
우울할 때는 산책을 하는게 좋다는 말을 들었어 오늘은 밖에 나가서 산책을 하면서 우울한 마음을 떨쳐 버려야겠어.	,Sadness
어제 갑자기 아파해서 응급실에 갔는데 결국 그렇게 되었네.,Sadness
나는 잘 하는게 없나봐.,Sadness
룸메이트랑 너무 자주 싸우게 돼서 속상해.,Sadness
아직 이야기는 안 해봤지. 이렇게 한 시간까지 늦은 적이 없었으니 그냥 내가 참고 넘어갔었거든.,Angry
우리 아빠가 어제 또 다치셨어.,Angry
일을 나한테만 자꾸 시켜. 내가 일을 잘 한대.,Angry
약속 장소를 옮겨보는 것도 좋은 방법인 것 같아.,Fear
밖으로 나가고 싶은 마음도 안 들긴 하는데 그런 거라도 해 봐야 되겠지.	,Sadness
지난 달에 아빠가 백만원 보내주셨어. 이번 달에 또 어떻게 손을 벌려. 나도 염치가 있지.,Sadness
응. 요즘 훨씬 많아지고 있는 추세래. 정말 큰일이야!,Sadness
슬럼프가 온 것 같애. 모든 일이 다 하기 싫어졌어.,Sadness
갑자기 일어난 지진때문에 너무 놀라서 심장이 아직도 벌렁거려. 너무 무서웠어.,Fear
이제 두 달 다 돼가 자꾸 생각이 나.,Sadness
응. 안 그래도 카페 가려던 참이야. 바람 좀 쐬려고.,Sadness
아직 못 가봤어. 하지만 옆에서 일한 친구가 갔다왔는데 허리 디스크라고 그랬대.,Sadness
응. 두달이 넘었어. 지금 너무 힘들다.,Sadness
술 드시고 오실 때마다 가족끼리 모여서 이야기는 해봤지. 하지만 변하는 건 하나도 없더라고.,Sadness
나 어떻게 살지? 망했어.,Sadness
"친구랑 오래 전부터 만나기로 약속한 거긴 한데, 너무 걱정 돼서 다른 날 만나자고 할까 생각 중이야.",Fear
하. 룸메랑 자꾸 싸우게 돼.,Angry
"식당 안에 밥을 먹던 사람들이 있었는데 갑자기 일어난 지진 때문에 여기저기 넘어졌고, 내 친구는 발목을 다쳤어. 다행히 많이 다친 사람들이 없었어.",Fear
아마 후원금 받아서 자원봉사자들이 운영하고 있을거야.,Sadness
집에 먹을 건 있긴 한데 그래도 좀 많이 모잘라.,Sadness
응. 다음에 시간 될 때 바로 가보려고.,Sadness
나도 그렇게 생각해. 강남역보다는 사람들이 별로 없는 공원으로 해야되겠어.,Neutral
나 결국 헤어졌어.,Sadness
다른 층은 사람들이 너무 많이 이용해서 가기가 불편해.,Disgust
안 그래도 보자마자 바로 말씀드렸어.,Neutral
남자친구가 갑자기 권태기가 왔다고 잠깐 떨어져 지내자고 했어. 그런데 나중에 알고 보니까 새로운 여자친구가 생겼더라고. 그래서 헤어지게 됐어.,Sadness
해피가 어제 세상을 떠났어.,Sadness
연락도 안 돼 그러니까 더 미치겠다 정말.	,Angry
나 결국 헤어졌어.,Sadness
우리도 좋은 곳으로 갔을 거라고 생각해. 정말 행복을 주고 떠났거든.,Sadness
내가 집에 들어갈 때면 항상 나를 반겨 주던 해피가 없으니까 정말 너무 허전하고 마음이 텅 빈 것 같아. 해피가 너무 보고 싶어.,Sadness
오늘 너무 힘들고 지쳐서 나도 일찍 퇴근하고 싶어. 하지만 기획안을 내일까지 제출해야 해서 오늘 야근해야 할 거 같아.,Sadness
친구를 기다린지 1시간이 넘었는데 아직도 안 와.,Angry
다들 힘들어하셔. 15년이나 같이 살았는데 얼마나 힘들겠어.,Sadness
너무 우울해.,Sadness
룸메이트랑 너무 자주 싸우게 돼서 불편해.,Angry
응. 꼭 그럴거야. 그렇게 신경 써줘서 고마워.,Sadness
룸메이트가 방을 지저분하게 사용하고 방 청소를 하지 않아서 자꾸 싸우게 돼.	,Angry
오늘 회사에서 전화가 와서 너무 지치고 힘들었는데 너한테 이야기하고나니까 마음이 조금 풀렸어.,Happiness
술 드시고 오시다가 집 앞에서 넘어지셨대.,Sadness
버티기 힘든데 요즘 일자리도 없고. 겨우겨우 참고 있는 거지 뭐.,Sadness
약속 장소가 감염병 확진자가 확인된 강남 지역이라서 너무 무서워!,Fear
친구도 지금 상황에 대해서 잘 알고 있으니까 내가 말하는 것을 충분히 이해할 거야. 친구한테 전화해서 약속을 어떻게 해야 할지 이야기 나눠봐야겠어.,Fear
누가 화장실에 토를 해놓고 안 치웠어.,Disgust
나 내일 약속 있는데 그대로 나가도 될까?,Fear
나라의 지원금이나 기부금으로 보통 운영되고 있대.,Sadness
아무것도 안 하니깐 자꾸 이상한 생각이 들어. 너 말대로 취미를 찾아볼게.,Sadness
식당 안에는 밥을 먹던 사람들이 있었는데 갑자기 일어난 지진 때문에 여기저기 넘어졌고 내 친구는 발목을 다쳤어. 다행히 심하게 다친 사람들이 없었어.,Fear
아프다 하고 일찍 갈 수는 있는데 눈치가 보여.,Sadness
알아. 하지만 옆에 친구가 주사 맞고 왔는데 그게 너무 아파서 아직도 그 고통을 잊을 수가 없대. 나 무서워서 못 가겠어.,Sadness
나 면접 또 떨어졌어.,Sadness
퇴근한지 얼마나 됐다고. 회사에서 또 연락이 왔지 뭐야.,Angry
냉장고 안에 조금 남아있는 반찬으로 이주를 버텨야 해. 너무 걱정스러워.,Sadness
약속 장소를 옮겨 보는 것도 괜찮겠다.,Neutral
"아니, 깨끗하다는 기준이 좀 다른 것 같애.",Angry
나는 당연히 안 그러는데 사람들이 너무 매너가 없어.,Angry
안 그래도 엄마한테 도움을 청해보려고.,Sadness
응. 스트레칭 꼭 할게. 걱정해줘서 고마워!,Neutral
서로를 위한 거니까 기분 나빠하진 않을거야. 내가 잘 말해볼게.,Neutral
갑자기 시간을 두고 연락하지 말자고 이야기를 하는 거야.	,Sadness
나는 당연히 안 그럴거야. 난 내가 해놨으면 치울거야. 이렇게 민폐를 끼칠 순 없지.,Disgust
그렇다니까. 최근에 더 많아지고 있대.,Sadness
3년 전에 고등학교 친구 소개로 만나게 됐어.,Sadness
응. 원래는 건강했는데 갑자기 쓰러져서 병원에 갔었어.,Sadness
아니긴 하지만 내가 좀 더 노력해야 될 부분이 더 많은 것 같아 내 부족함이 많아.	,Sadness
권태기가 왔는지 당분간 시간을 갖고 만나지 말쟤.,Sadness
룸메이트와 너무 자주 싸우고 있어.,Angry
괜히 매일 우울한 기분이야.,Sadness
"상사가 내 기획안을 보면서 잘못된 점을 지적하는데, 그 말이 다 맞아서 아무 말 못했어.상사의 이야기를 듣고 나니까 모든 게 내 탓 같아. ",Sadness
약속 시간에 너무 많이 늦어서 답답하기도 하고 걱정이 돼서 친구한테 전화를 했어. 그런데 전화를 안 받아!,Angry
아직 못 했어. 지금 좋은 곳을 알아보고 있어. 잘 보내드려야지. ,Sadness
그냥 모든 게 다 하기 싫고 자꾸 짜증이 나.,Sadness
같이 살고 있는 룸메이트가 방을 어지럽히고 방 청소를 안해. 그래서 자꾸 싸우게 돼.,Angry
나 내일 약속 있는 데 그대로 나가도 될까?,Fear
룸메이트한테 방청소 문제에 대해서 이야기를 했어 그랬더니 며칠동안은 방청소를 깨끗이했어 하지만 요새 들어서 다시 방을 어지럽히고 청소를 안해 너무 스트레스 받아.,Angry
하필 확진자가 나온 강남역이야. 좀 찜찜해서 그래.,Fear
다행히 생명에 지장 없으시고 이마를 몇 바늘 꿰매셨어.,Sadness
마땅히 이야기하고 싶은 사람이 별로 없어.,Sadness
화장실 바닥이랑 세면대에 토를 해놓고 아무도 안 치워서 아직도 그대로 있을 거야 너무 더러워.	,Disgust
이번에 확진자가 나온 강남역이야.,Fear
"응, 대부분이 어릴 때는 귀여워하다가 성견이 되면 버리더라구 책임감 없이 말이야.",Angry
그래 해피랑 산책하는 시간을 좀 많이 가져야 되겠다.,Sadness
해피가 어제 세상을 떠났어.,Sadness
쉬는 시간마다 스트레칭은 꼭 하고 있어.,Sadness
너무 실망스러워서 여기저기 돌아 다니고 있어.,Sadness
내가 수습 직원이라서 그러겠지. 만만하니까.,Angry
가족들도 경제적으로 너무 힘들어서 도와달라고 말할 수가 없어.,Sadness
청소 안 한다고 뭐라 말하기가 좀 그래.	,Angry
관리하는 분께 네가 한번 말씀드려봐 봐.	,Neutral
요즘에 내가 슬럼프에 빠진 것 같아서 우울해.,Sadness
나 어떻게 살지? 망했어.,Sadness
나는 잘하는 게 없나 봐.,Sadness
친구 소개로 만났는데 처음엔 참 좋았지. 사이가 너무 좋아서 싸우지도 않았어.,Sadness
관리하시는 분 아까 퇴근하셨대.	,Neutral
보통 나라에서 운영을 하는데 지원이 많이 부족한가 봐.	,Sadness
사귀는 동안 싸운 적이 한 번도 없었고 너무 마음이 잘 맞아서 사람들이 환상의 커플이라고 불렀어.	,Sadness
장례는 아직 진행 안 했어. 내일 할 것 같아.,Sadness
약속 있을 때마다 항상 그래.,Angry
친구랑 같이 미팅 나갔다 만났어. 서로와는 사이가 참 좋았는데.,Sadness
청소하는 날만 되면 약속을 만들어서 나가버리잖아.,Angry
하는 프로젝트도 안되고 하는 일마다 엉망이야.,Sadness
룸메이트랑 너무 자주 싸우게 돼.,Angry
약속을 잡고 만날 떄마다 약속 시간에 늦어. 너무 짜증이 나.,Angry
나도 그러기를 기도하고 있어. 지금도 생각이 너무 많이 나서 집에를 못 가겠어.,Sadness
내일부터 헬스 끊었어.,Sadness
룸메이트한테 방 청소 문제에 대해서 이야기 했더니 며칠간은 방을 깨끗이 치웠어. 하지만 요새 들어서 다시 방을 어지럽히고 청소를 안 해. 너무 짜증이 나.,Angry
강남인데. 요새 뉴스에서 너무 많이 나와서 걱정이 돼서.,Fear
어제 밤을 새워서 완성한 기획안을 상사한테 제출했는데 잘못 됐다고 처음부터 다 다시 만들래.,Sadness
청소 문제 빼고는 다른 부분은 어느 정도 잘 맞아.	,Angry
일주일에 다섯 번 이상은 술을 드시지. 그때마다 사건 사고가 끊이질 않아.,Sadness
알겠어. 내 얘기 들어줘서 정말 고마워.,Sadness
해피가 어제 세상을 떠났어.	,Sadness
지난 번에도 한 번 미뤘던 약속이거든. 또 어떻게 미루자고 해.,Fear
나 결국 그 사람이랑 헤어졌어.,Sadness
나 어떻게 살지? 아 망했어.,Sadness
나 어떻게 살지 망했어.,Sadness
아니. 갑작스런 죽음이라 다들 충격이 커.,Sadness
나 어떻게 살지? 망했어.	,Sadness
지금 몇 번째 떨어지고 나니까 갈 만한 데가 없어.,Sadness
내가 힘들게 들어간 거 알잖아 그런데 어떻게 이직을 생각하겠어 참고 견디는 수밖에 없어.	,Angry
"요새 많은 사람들이 반려견을 키우는데, 키우다가 중간에 버리는 경우가 있다는 내용이야.",Sadness
응. 원래 친한 친구였어.,Angry
나 결국 헤어졌어.,Sadness
무기력증도 있고 최근에 일이 너무 바빠서 그런 것 같애.,Sadness
생활비 2만원으로 2주 정도 버텨야 해.,Sadness
밤 새워 준비한 기획안을 또 퇴짜맞았어.,Sadness
사람이 정도 많고 참 착한 사람이었어. 항상 나를 먼저 챙겨주고.,Sadness
대부분 그런 사람들이야. 정말 책임감없이 무슨 일인지 모르겠어.,Angry
헤어진지 두 달 정도 됐는데 헤어진 충격에서 아직 벗어나지 못해서 다른 사람 만나는게 너무 두려워.,Sadness
좋은 곳으로 갔을 거라고 해줘서 고마워.,Sadness
이야기를 했는데 매번 알았다고 하는데 고쳐지질 않아.,Angry
성격은 참 좋았어. 다정다감도 하고 정도 많아서 사람들을 많이 챙겨줬어.,Sadness
그럴때마다 화를 내봤지! 하지만 미안하다고만 해!,Angry
그런 건가. 뭐 땜엔 모르겠지만 정말 짜증나.,Sadness
룸메이트가 방 청소는 하지 않고 매번 방을 어지럽혀서 자주 싸우게 돼.,Angry
약속 시간에 지각하는 거에 대해서 한 번도 말한 적이 없는데 오늘은 친구한테 진지하게 이야기해봐야겠어.,Angry
약속이 있어서 친구를 기다리는데 아직 안와.,Angry
산책도 하고 헬스도 하고 정신 좀 차려야겠어.,Sadness
청소 문제를 빼면 다른 부분은 어느 정도 다 맞아. 그런데 청소 문제가 나한테는 가장 큰 거 같아.,Angry
어. 미룰 수는 없는 중요한 약속이라서.,Fear
청소 문제로 자꾸 다투게 되니까 서로 관계도 안 좋아지고 아무래도 따로 사는 게 나을 것 같아!,Angry
해피가 어제 세상을 떠났어.,Sadness
당연히 이야긴 해봤지. 일이 힘드셔서 드시는 거래. 그러더니 이젠 아예 중독 증세까지 보이셔.,Sadness
나 너무 우울해.,Sadness
무섭지 뉴스에도 크게 나오고 그래도 취소는 좀 그렇고 약속 장소로 좀 옮겨 볼게.	,Fear
잘 모르겠지만 권태기가 온 것 같았어. 서로 시간을 갖자고 하더라고.,Sadness
월급날이 14일이나 남았는데 생활비가 하나도 없어.,Sadness
생활비가 들어오려면 2주나 남았는데 생활비가 부족할 거 같아.,Sadness
약속이 있어서 친구 기다리고 있는데 아직 안 왔어.,Angry
월급날이 2주 남았는데 생활비가 또 떨어졌어.	,Sadness
밥맛이 없어. 힘드니까.,Sadness
서로 바빠서 이야기할 시간도 없어. 그러니 나 혼자 힘들고 말지.,Sadness
버려진 강아지들이 많은 상처를 받았을거야. 사람들이 강아지를 키우다가 중간에 버리는 경우가 많아져서 유기견 문제가 심각하대.,Sadness
글쎄 한번 진지하게 말해 보고 그래도 안 되면 따로 살아야지 뭐.	,Angry
한 두 달 정도 되었어.,Sadness
응. 그렇지 않아도 좀 회사에 연차 내고 쉬고 올려고.,Sadness
"응, 전에 저금통도 털어서 하나도 없어.",Sadness
지금 바로 다시 하라고 해서 다시 하고 있어.,Sadness
두 달이 넘은 것 같아. 그런데도 아직 생각이 많이 나고 있어.,Sadness
그냥 잘 모르겠어. 무기력증이 온 것처럼 매일 하던 일인데도 하기 싫고 진행하던 프로젝트도 그냥 멈춰있어 지금.,Sadness
누가 화장실에 토하고 안 치웠어.,Disgust
나 이번 면접에서 또 떨어졌어.,Sadness
약속이 있어서 친구 기다리고 있는데 아직 안 왔어.,Angry
두 달이 넘었어. 그런데도 아직 생각만 하면 가슴이 아파.,Sadness
고등학교 동창이었어 하지만 그때는 이렇게까지 청소를 안하는 아이는 아니였거든.,Angry
"고등학교 때부터 알던 친구인데, 방을 지저분하게 사용할 줄 몰랐어.",Angry
나 잘하는게 아무것도 없나봐.,Sadness
한 시간은 넘은 것 같아. 왜 안오는 건지. 조금만 빨리 준비하면 일찍도 올 수 있으련만.,Angry
내일 약속 있는데 어떡하지?,Fear
청소 문제로 계속 다투게 되니까 서로 스트레스 받아서 같이 살기 힘들 거 같아.	,Angry
괜히 매일 우울한 기분이 들어.,Sadness
우울증 걸렸나봐. 그냥 다 하기가 싫어.,Sadness
괜히 우울한 기분이 들어.,Sadness
삼년 전에 친구 소개로 만나게 되었어.,Sadness
통장에 교통비만 2만 원 남아있더라고.,Sadness
통장 안에 달랑 2만원 밖에 안 남아서 앞으로 어떻게 살 지 답답해.,Sadness
나 면접 또 떨어졌어.,Sadness
벌써 한 시간이나 넘은 것 같아.,Angry
통장에 2만 원 남았는데 그거 교통비 해야지.	,Sadness
권태기와서 헤어졌어.	,Sadness
룸메이트와 너무 자주 싸우게 돼.,Angry
나 헤어졌어.,Sadness
유기견 보호 시설은 너무나 부족하고 환경도 열악하대.,Sadness
아! 또 면접 떨어졌어!,Sadness
나 면접 또 떨어졌어.	,Sadness
응. 가끔 산책하러 강아지 데리고 나가려고.,Sadness
반찬이 있기는 한데 턱없이 부족해.	,Sadness
"유기견 다큐멘터리를 봤는데, 책임감 없는 사람들 정말 너무하더라!",Angry
오늘까지 내야 하는 기획안이라 아무래도 야근해야 될 지도 몰라.,Sadness
나 면접에 또 떨어졌어.	,Sadness
맞아 몇 달간 정말 힘들었잖아. 지금도 힘들긴 마찬가지지만 몸이 말을 안듣네. ,Sadness
누가 했는지는 모르겠는데 화장실 바닥이랑 세면대에 토를 해놓고 청소를 안 했어!,Disgust
면접을 함께 본 친구가 회사에 전화해서 알려줬어.	,Sadness
벌써 한시간은 지난 것 같아. 진짜 정말 화나.,Angry
방을 너무 더럽게 써. 지저분해서 볼 수가 없어!,Angry
나 결국 헤어지게 됐어.,Sadness
그저께 저녁에 갑자기 의식을 잃어서 동물병원 응급실로 데려갔어. 의식을 찾고 밥도 먹으면서 회복되는 것 같았는데 결국 세상을 떠났어.,Sadness
청소 습관이 서로 안 맞아서 매번 싸우게 되니까 아무래도 따로 사는게 최선의 방법일 거 같아.	,Angry
어제 밤을 세워서 기획안을 완성했어 완성된 기획안을 상사한테 제출했더니 다 잘못됐다고 처음부터 다시 만들어 오래.	,Sadness
항상 그럴 것 같아. 그러려니 하면서도 화가 나. 왜 그렇게 늦장을 부리는지.,Angry
확진자 요즘 거기서 많이 나오잖아.,Fear
나 결국 차였어.	,Sadness
마음이 답답해서 나도 밖에 나가서 바람을 쐬고 싶어. 하지만 해야 할 일이 너무 많아서 그럴 수가 없어.,Sadness
컨디션이 괜찮은 날이 잘 없고 하고 있는 일의 진도가 잘 나가지지 않아서 마음이 우울해.,Sadness
15년 동안 함께한 해피가 갑자기 세상을 떠나서 가족들이 너무 슬퍼하고 허전해 해.,Sadness
그런 것 같아. 하는 일도 제대로 진행도 안 되거든.,Sadness
그러게. 나만의 시간을 좀 가져야 할 필요가 있을 것 같아.,Sadness
아무래도 슬럼프가 온 것 같애. 매일매일 우울하고 하나도 즐거운 일이 없어.,Sadness
3년을 만나면서 한 번도 싸운 적이 없어. 정말 나한테 최선을 다 했어.,Sadness
반찬 조금이랑 쌀 조금해서 한 3일은 먹을 수 있을 것 같아.,Sadness
냉장고 안에 반찬이 조금 남아있긴 한데 그 반찬으로 이 주를 버티기에는 턱없이 부족해. 그래서 어떻게 살 지 걱정이야.,Sadness
집에 있기 답답해서 잠깐 나왔어.,Sadness
연락해봤지. 근데 연락을 잘 보지도 않아.,Angry
냉장고에 반찬 조금이랑 쌀 조금 있더라. 하지만 그걸론 일주일도 못 버텨!,Sadness
룸메와 너무 자주 싸우게 돼.,Angry
한 가지밖에 없어. 청소를 너무 안 해.,Angry
괜히 매일 우울한 느낌이 들어.,Sadness
어디긴 어디야. 집이지.,Sadness
지금 그냥 밖에 걸어다니고 있어.,Sadness
강아지들은 너무 상처를 많이 받을꺼야.,Sadness
그러기에는 너무 염치가 없는 걸.,Sadness
사람들이 반려견에 대한 관심이 높아지면서 많은 사람들이 반려견을 키우고 있대. 그런데 키우다가 중간에 버리는 경우가 있다는 내용이었어.,Angry
정말 그렇게 생각해? 결과 보다는 과정이 중요한 거 맞지. 나도 인정받는 날이 올 거야. 그렇지?,Sadness
여기저기 알아보다가 친구가 소개시켜줬어.,Sadness
아무것도 안 하는 시간이 더 힘들어. 취미를 한번 가져볼게.,Sadness
아침에 일어나서 씻으러 화장실에 갔는데 화장실 바닥이랑 세면대에 토가 있어서 깜짝 놀랐어 결국에는 씻지도 못하고 나와 버렸어.	,Disgust
이번 면접에 떨어졌으니까 다른 회사 갈 준비를 해야 해 그런데 계속 면접에 떨어지니까 마음이 안잡혀.	,Sadness
응. 얘는 어릴 적부터 매번 늦고 연락도 잘 안 됐어.,Angry
아빠가 또 다치셨어.,Sadness
한 달 전에 얘기를 해봤는데 조금 고쳐지는 듯 하더니 다시 원래 습관대로 똑같은 행동을 하고 있어!,Angry
남자친구가 갑자기 권태기가 왔다고 잠깐 떨어져서 지내자고 했어. 나는 그런줄만 알았는데 나중에 알고봤더니 새로운 여자친구가 생겼더라고. 그래서 결국 헤어졌어.,Sadness
15년 동안 함께한 해피가 갑자기 세상을 떠나서 나도 그렇고 가족들도 그렇고 너무 슬퍼해.,Sadness
나는 잘하는 게 없나봐!,Sadness
상사한테 지적을 받고 나서 마음이 답답해서 나도 밖에 나가서 쉬고 싶어. 하지만 해야 할 일이 너무 많아.,Sadness
이야기를 해야겠어 지금은 화가 너무 나는 것 같아 이런 식으로는 만나기가 힘들 것 같아.	,Angry
다른 여자가 생겼는데 권태기가 왔다고 거짓말을 하더라고.,Sadness
괜히 매일 우울한 기분이야.,Sadness
